 0  0    2.0    2.2    2.4    2.6    2.8    3.0    3.2    3.4    3.6    3.8    4.0    4.2    4.4
 1  2  4.250  4.079  3.969  3.899  3.760  3.519  3.308  3.297  3.412  3.420  3.235  2.925  2.563
 1  3  1.449  1.320  1.189  1.064  0.947  0.845  0.781  0.775  0.802  0.807  0.772  0.709  0.636
 1  4  3.202  3.326  3.404  3.400  3.369  3.405  3.512  3.579  3.495  3.242  2.891  2.537  2.209
 1  5  2.292  2.136  1.988  1.918  1.978  2.138  2.285  2.314  2.191  1.955  1.684  1.447  1.251
 1  6  0.674  0.751  0.834  0.937  1.054  1.149  1.186  1.150  1.049  0.909  0.767  0.656  0.572
 1  7  0.235  0.241  0.271  0.319  0.366  0.395  0.401  0.385  0.349  0.301  0.254  0.220  0.196
 1  8  0.037  0.039  0.046  0.057  0.071  0.081  0.084  0.081  0.073  0.063  0.053  0.047  0.043
 1  9  2.091  2.135  2.169  2.196  2.212  2.213  2.192  2.142  2.065  1.981  1.941  1.975  2.004
 1 10  0.596  0.589  0.586  0.591  0.607  0.625  0.633  0.626  0.609  0.591  0.594  0.630  0.662
 1 11  0.143  0.146  0.150  0.156  0.161  0.161  0.155  0.146  0.136  0.127  0.128  0.139  0.149
 1 12  0.679  0.726  0.809  0.926  1.033  1.084  1.080  1.055  1.029  1.003  0.973  0.942  0.915
 1 13  0.641  0.654  0.654  0.637  0.618  0.620  0.642  0.672  0.706  0.741  0.769  0.783  0.773
 1 14  0.253  0.251  0.241  0.228  0.218  0.216  0.220  0.228  0.243  0.268  0.297  0.320  0.328
 1 15  0.074  0.070  0.065  0.062  0.061  0.063  0.066  0.069  0.072  0.077  0.086  0.093  0.095
 2  3  4.806  4.372  3.886  3.409  2.967  2.590  2.361  2.357  2.475  2.513  2.399  2.182  1.919
 2  4  1.081  1.087  1.068  1.026  0.977  0.946  0.936  0.924  0.880  0.799  0.700  0.608  0.528
 2  5  2.013  2.021  1.980  1.902  1.828  1.790  1.783  1.762  1.680  1.527  1.337  1.157  0.997
 2  6  1.445  1.437  1.434  1.435  1.456  1.500  1.543  1.541  1.463  1.318  1.147  0.993  0.863
 2  7  0.912  0.868  0.837  0.839  0.875  0.926  0.963  0.960  0.906  0.811  0.704  0.612  0.538
 2  8  0.258  0.270  0.296  0.340  0.390  0.431  0.453  0.452  0.426  0.381  0.331  0.290  0.257
 2  9  0.733  0.795  0.835  0.847  0.836  0.810  0.778  0.743  0.708  0.674  0.654  0.654  0.649
 2 10  1.314  1.334  1.317  1.273  1.225  1.182  1.137  1.086  1.031  0.979  0.957  0.980  1.006
 2 11  0.486  0.484  0.490  0.509  0.531  0.545  0.544  0.531  0.512  0.495  0.495  0.518  0.540
 2 12  0.448  0.455  0.497  0.579  0.672  0.732  0.749  0.740  0.723  0.700  0.676  0.649  0.617
 2 13  0.550  0.554  0.551  0.544  0.538  0.544  0.562  0.581  0.596  0.607  0.616  0.619  0.610
 2 14  0.370  0.397  0.409  0.406  0.397  0.391  0.389  0.388  0.392  0.402  0.418  0.433  0.436
 2 15  0.070  0.064  0.058  0.054  0.053  0.055  0.059  0.065  0.073  0.084  0.094  0.100  0.103
 3  4  0.173  0.166  0.158  0.149  0.141  0.137  0.139  0.139  0.132  0.118  0.101  0.086  0.075
 3  5  0.783  0.771  0.747  0.712  0.673  0.642  0.623  0.606  0.574  0.520  0.455  0.394  0.341
 3  6  1.197  1.183  1.151  1.100  1.051  1.028  1.030  1.030  0.992  0.908  0.801  0.698  0.606
 3  7  1.208  1.174  1.121  1.072  1.054  1.077  1.117  1.131  1.090  0.995  0.876  0.765  0.669
 3  8  0.575  0.577  0.592  0.629  0.693  0.769  0.829  0.848  0.815  0.742  0.652  0.571  0.501
 3  9  0.334  0.342  0.338  0.321  0.294  0.263  0.233  0.207  0.185  0.167  0.156  0.152  0.150
 3 10  0.748  0.770  0.768  0.743  0.707  0.672  0.638  0.605  0.572  0.544  0.530  0.533  0.533
 3 11  0.839  0.827  0.824  0.840  0.869  0.891  0.892  0.876  0.850  0.820  0.811  0.838  0.864
 3 12  0.265  0.283  0.318  0.381  0.453  0.501  0.515  0.510  0.497  0.483  0.475  0.465  0.441
 3 13  0.465  0.467  0.453  0.433  0.417  0.413  0.422  0.434  0.442  0.448  0.454  0.457  0.452
 3 14  0.254  0.262  0.272  0.279  0.283  0.284  0.285  0.284  0.288  0.298  0.311  0.320  0.321
 3 15  0.178  0.168  0.158  0.149  0.143  0.141  0.141  0.141  0.143  0.147  0.152  0.158  0.160
 4  5  9.862  9.916  9.923  9.890  9.662  9.214  8.727  8.312  7.876  7.307  6.712  6.308  5.996
 4  6  0.395  0.419  0.485  0.581  0.666  0.703  0.686  0.630  0.549  0.469  0.440  0.499  0.594
 4  7  0.127  0.156  0.196  0.239  0.274  0.285  0.271  0.240  0.202  0.167  0.150  0.162  0.187
 4  8  0.073  0.075  0.082  0.095  0.105  0.104  0.093  0.077  0.061  0.049  0.042  0.045  0.051
 4  9 18.971 18.883 18.780 18.640 18.447 18.175 17.721 16.898 15.540 13.714 11.799 10.115  8.614
 4 10  0.276  0.240  0.211  0.190  0.174  0.161  0.150  0.145  0.145  0.157  0.205  0.294  0.375
 4 11  0.044  0.052  0.056  0.053  0.047  0.041  0.036  0.034  0.034  0.036  0.046  0.066  0.085
 4 12  0.298  0.297  0.301  0.304  0.303  0.297  0.286  0.272  0.258  0.244  0.230  0.218  0.201
 4 13  0.556  0.548  0.549  0.554  0.558  0.558  0.553  0.545  0.534  0.521  0.508  0.494  0.468
 4 14  0.017  0.021  0.025  0.027  0.027  0.027  0.025  0.024  0.023  0.023  0.027  0.033  0.037
 4 15  0.036  0.029  0.023  0.018  0.014  0.011  0.010  0.009  0.008  0.007  0.008  0.009  0.009
 5  6  7.160  7.608  8.160  8.611  8.810  8.785  8.694  8.618  8.446  8.035  7.446  6.867  6.285
 5  7  0.499  0.491  0.506  0.548  0.587  0.596  0.570  0.521  0.456  0.391  0.368  0.419  0.499
 5  8  0.138  0.168  0.206  0.240  0.256  0.251  0.232  0.205  0.175  0.148  0.136  0.151  0.178
 5  9  8.909  8.860  8.811  8.728  8.556  8.267  7.865  7.337  6.647  5.831  5.067  4.493  4.005
 5 10  8.662  8.640  8.655  8.684  8.690  8.634  8.451  8.055  7.388  6.496  5.563  4.743  4.022
 5 11  0.108  0.110  0.110  0.106  0.099  0.090  0.083  0.080  0.080  0.087  0.117  0.173  0.226
 5 12  0.262  0.251  0.243  0.234  0.226  0.216  0.207  0.197  0.187  0.177  0.168  0.161  0.150
 5 13  0.357  0.346  0.338  0.332  0.327  0.323  0.318  0.312  0.303  0.296  0.296  0.301  0.296
 5 14  0.275  0.276  0.277  0.275  0.273  0.270  0.267  0.262  0.255  0.248  0.242  0.239  0.229
 5 15  0.020  0.016  0.013  0.010  0.009  0.009  0.009  0.009  0.008  0.009  0.010  0.012  0.013
 6  7  5.975  6.146  6.457  6.876  7.209  7.337  7.361  7.372  7.285  6.978  6.489  5.970  5.433
